"Case Number","Severity","Opened Date","Case Owner"
"222548","Sev-2: High","11/21/2017","Sean Yates"
"222564","Sev-2: High","11/22/2017","Sean Yates"
"222566","Sev-2: High","11/22/2017","Sean Yates"
"222573","Sev-1: Mission Critical","11/22/2017","Sean Yates"
"222592","Sev-2: High","11/22/2017","Sean Yates"
"222605","Sev-2: High","11/22/2017","Sean Yates"
"222611","Sev-2: High","11/22/2017","Sean Yates"
"222675","Sev-2: High","11/25/2017","Sean Yates"
"222677","Sev-2: High","11/26/2017","Sean Yates"
"222703","Sev-2: High","11/27/2017","Sean Yates"
"222762","Sev-2: High","11/27/2017","Sean Yates"
"222771","Sev-2: High","11/27/2017","Sean Yates"
"222779","Sev-2: High","11/27/2017","Sean Yates"
"222782","Sev-2: High","11/27/2017","Sean Yates"
"222807","Sev-2: High","11/28/2017","Sean Yates"
"222934","Sev-2: High","11/29/2017","Sean Yates"
"223040","Sev-2: High","11/30/2017","Sean Yates"
"223167","Sev-3: Medium","12/4/2017","Eric Thomas"
"223573","Sev-2: High","12/11/2017","Eric Thomas"
"223618","Sev-2: High","12/11/2017","Eric Thomas"
"223720","Sev-2: High","12/12/2017","Eric Thomas"
"224064","Sev-1: Mission Critical","12/19/2017","Eric Thomas"
"224115","Sev-2: High","12/20/2017","Eric Thomas"
"224249","Sev-1: Mission Critical","12/22/2017","Eric Thomas"
"240962","Sev-1: Mission Critical","12/26/2017","Eric Thomas"
"240903","Sev-1: Mission Critical","12/27/2017","Eric Thomas"
"240915","Sev-2: High","12/27/2017","Eric Thomas"
"241385","Sev-3: Medium","12/31/2017","Eric Thomas"
"241354","Sev-3: Medium","12/29/2017","Jason Bueno"
"223110","Sev-2: High","12/1/2017","Jocelyn Pade"
"223469","Sev-2: High","12/8/2017","Jocelyn Pade"
"223778","Sev-2: High","12/13/2017","Jocelyn Pade"
"223963","Sev-2: High","12/17/2017","Jocelyn Pade"
"224109","Sev-2: High","12/20/2017","Jocelyn Pade"
"224116","Sev-2: High","12/20/2017","Jocelyn Pade"
"224134","Sev-2: High","12/20/2017","Jocelyn Pade"
"224137","Sev-2: High","12/20/2017","Jocelyn Pade"
"240978","Sev-1: Mission Critical","12/28/2017","Jocelyn Pade"
"241024","Sev-3: Medium","12/28/2017","Jocelyn Pade"
"241083","Sev-3: Medium","12/28/2017","Jocelyn Pade"
"241130","Sev-3: Medium","12/29/2017","Jocelyn Pade"
"241328","Sev-3: Medium","12/29/2017","Jocelyn Pade"
"241353","Sev-3: Medium","12/29/2017","Jocelyn Pade"
"223069","Sev-2: High","12/1/2017","Miriam Rios"
"223081","Sev-3: Medium","12/1/2017","Miriam Rios"
"223089","Sev-2: High","12/1/2017","Miriam Rios"
"223098","Sev-1: Mission Critical","12/1/2017","Miriam Rios"
"223107","Sev-2: High","12/1/2017","Miriam Rios"
"223114","Sev-1: Mission Critical","12/1/2017","Miriam Rios"
"223147","Sev-1: Mission Critical","12/3/2017","Miriam Rios"
"223168","Sev-2: High","12/4/2017","Miriam Rios"
"223170","Sev-2: High","12/4/2017","Miriam Rios"
"223173","Sev-1: Mission Critical","12/4/2017","Miriam Rios"
"223185","Sev-2: High","12/4/2017","Miriam Rios"
"223237","Sev-1: Mission Critical","12/5/2017","Miriam Rios"
"223263","Sev-2: High","12/5/2017","Miriam Rios"
"223287","Sev-2: High","12/5/2017","Miriam Rios"
"223296","Sev-2: High","12/5/2017","Miriam Rios"
"223298","Sev-2: High","12/5/2017","Miriam Rios"
"223301","Sev-2: High","12/5/2017","Miriam Rios"
"223306","Sev-2: High","12/5/2017","Miriam Rios"
"223344","Sev-2: High","12/6/2017","Miriam Rios"
"223352","Sev-2: High","12/6/2017","Miriam Rios"
"223361","Sev-2: High","12/6/2017","Miriam Rios"
"223363","Sev-2: High","12/6/2017","Miriam Rios"
"223371","Sev-1: Mission Critical","12/6/2017","Miriam Rios"
"223373","Sev-2: High","12/6/2017","Miriam Rios"
"223374","Sev-2: High","12/6/2017","Miriam Rios"
"223379","Sev-2: High","12/6/2017","Miriam Rios"
"223428","Sev-2: High","12/7/2017","Miriam Rios"
"223429","Sev-2: High","12/7/2017","Miriam Rios"
"223430","Sev-2: High","12/7/2017","Miriam Rios"
"223434","Sev-2: High","12/7/2017","Miriam Rios"
"223435","Sev-2: High","12/7/2017","Miriam Rios"
"223447","Sev-2: High","12/7/2017","Miriam Rios"
"223480","Sev-2: High","12/8/2017","Miriam Rios"
"223524","Sev-2: High","12/8/2017","Miriam Rios"
"223553","Sev-2: High","12/11/2017","Miriam Rios"
"223566","Sev-2: High","12/11/2017","Miriam Rios"
"223568","Sev-2: High","12/11/2017","Miriam Rios"
"223572","Sev-2: High","12/11/2017","Miriam Rios"
"223585","Sev-2: High","12/11/2017","Miriam Rios"
"223605","Sev-2: High","12/11/2017","Miriam Rios"
"223613","Sev-2: High","12/11/2017","Miriam Rios"
"223646","Sev-2: High","12/12/2017","Miriam Rios"
"223687","Sev-2: High","12/12/2017","Miriam Rios"
"223715","Sev-2: High","12/12/2017","Miriam Rios"
"223722","Sev-2: High","12/13/2017","Miriam Rios"
"223763","Sev-2: High","12/13/2017","Miriam Rios"
"223867","Sev-2: High","12/14/2017","Miriam Rios"
"223882","Sev-2: High","12/14/2017","Miriam Rios"
"223918","Sev-2: High","12/15/2017","Miriam Rios"
"223939","Sev-2: High","12/15/2017","Miriam Rios"
"223957","Sev-2: High","12/16/2017","Miriam Rios"
"223959","Sev-2: High","12/17/2017","Miriam Rios"
"223973","Sev-3: Medium","12/18/2017","Miriam Rios"
"224028","Sev-2: High","12/18/2017","Miriam Rios"
"224043","Sev-2: High","12/19/2017","Miriam Rios"
"224046","Sev-2: High","12/19/2017","Miriam Rios"
"224047","Sev-1: Mission Critical","12/19/2017","Miriam Rios"
"224053","Sev-3: Medium","12/19/2017","Miriam Rios"
"224056","Sev-2: High","12/19/2017","Miriam Rios"
"224079","Sev-2: High","12/19/2017","Miriam Rios"
"224082","Sev-2: High","12/19/2017","Miriam Rios"
"224088","Sev-2: High","12/19/2017","Miriam Rios"
"224090","Sev-2: High","12/19/2017","Miriam Rios"
"224097","Sev-2: High","12/19/2017","Miriam Rios"
"224138","Sev-2: High","12/20/2017","Miriam Rios"
"224145","Sev-2: High","12/20/2017","Miriam Rios"
"224147","Sev-3: Medium","12/20/2017","Miriam Rios"
"224161","Sev-2: High","12/20/2017","Miriam Rios"
"224174","Sev-2: High","12/21/2017","Miriam Rios"
"224177","Sev-2: High","12/21/2017","Miriam Rios"
"224182","Sev-3: Medium","12/21/2017","Miriam Rios"
"224190","Sev-2: High","12/21/2017","Miriam Rios"
"224191","Sev-2: High","12/21/2017","Miriam Rios"
"240946","Sev-3: Medium","12/21/2017","Miriam Rios"
"224201","Sev-2: High","12/21/2017","Miriam Rios"
"224207","Sev-2: High","12/21/2017","Miriam Rios"
"224228","Sev-2: High","12/21/2017","Miriam Rios"
"224230","Sev-3: Medium","12/21/2017","Miriam Rios"
"224243","Sev-2: High","12/22/2017","Miriam Rios"
"224244","Sev-2: High","12/22/2017","Miriam Rios"
"224254","Sev-3: Medium","12/22/2017","Miriam Rios"
"224257","Sev-2: High","12/22/2017","Miriam Rios"
"224272","Sev-2: High","12/22/2017","Miriam Rios"
"224274","Sev-3: Medium","12/22/2017","Miriam Rios"
"224275","Sev-3: Medium","12/22/2017","Miriam Rios"
"224284","Sev-2: High","12/22/2017","Miriam Rios"
"224295","Sev-2: High","12/26/2017","Miriam Rios"
"224297","Sev-2: High","12/26/2017","Miriam Rios"
"224301","Sev-1: Mission Critical","12/26/2017","Miriam Rios"
"240948","Sev-3: Medium","12/26/2017","Miriam Rios"
"240945","Sev-3: Medium","12/27/2017","Miriam Rios"
"240947","Sev-3: Medium","12/27/2017","Miriam Rios"
"240902","Sev-1: Mission Critical","12/27/2017","Miriam Rios"
"240904","Sev-1: Mission Critical","12/27/2017","Miriam Rios"
"240907","Sev-1: Mission Critical","12/27/2017","Miriam Rios"
"241022","Sev-3: Medium","12/28/2017","Miriam Rios"
"241039","Sev-3: Medium","12/28/2017","Miriam Rios"
"241086","Sev-3: Medium","12/28/2017","Miriam Rios"
"241131","Sev-3: Medium","12/29/2017","Miriam Rios"
"241313","Sev-3: Medium","12/29/2017","Miriam Rios"
"241373","Sev-3: Medium","12/30/2017","Miriam Rios"
"241389","Sev-3: Medium","12/31/2017","Miriam Rios"
"223086","Sev-2: High","12/1/2017","Sean Yates"
"223093","Sev-2: High","12/1/2017","Sean Yates"
"223178","Sev-2: High","12/4/2017","Sean Yates"
"223192","Sev-2: High","12/4/2017","Sean Yates"
"223193","Sev-2: High","12/4/2017","Sean Yates"
"223200","Sev-2: High","12/4/2017","Sean Yates"
"223241","Sev-2: High","12/5/2017","Sean Yates"
"223246","Sev-2: High","12/5/2017","Sean Yates"
"223309","Sev-2: High","12/6/2017","Sean Yates"
"223439","Sev-2: High","12/7/2017","Sean Yates"
"223562","Sev-2: High","12/11/2017","Sean Yates"
"223576","Sev-2: High","12/11/2017","Sean Yates"
"223600","Sev-2: High","12/11/2017","Sean Yates"
"223606","Sev-2: High","12/11/2017","Sean Yates"
"223608","Sev-2: High","12/11/2017","Sean Yates"
"223643","Sev-2: High","12/12/2017","Sean Yates"
"223656","Sev-2: High","12/12/2017","Sean Yates"
"223671","Sev-2: High","12/12/2017","Sean Yates"
"223677","Sev-2: High","12/12/2017","Sean Yates"
"223683","Sev-2: High","12/12/2017","Sean Yates"
"223684","Sev-2: High","12/12/2017","Sean Yates"
"223697","Sev-1: Mission Critical","12/12/2017","Sean Yates"
"223698","Sev-2: High","12/12/2017","Sean Yates"
"223712","Sev-2: High","12/12/2017","Sean Yates"
"223726","Sev-2: High","12/13/2017","Sean Yates"
"223743","Sev-1: Mission Critical","12/13/2017","Sean Yates"
"223779","Sev-2: High","12/13/2017","Sean Yates"
"223780","Sev-2: High","12/13/2017","Sean Yates"
"223791","Sev-2: High","12/13/2017","Sean Yates"
"223810","Sev-2: High","12/14/2017","Sean Yates"
"223822","Sev-2: High","12/14/2017","Sean Yates"
"223842","Sev-2: High","12/14/2017","Sean Yates"
"223849","Sev-2: High","12/14/2017","Sean Yates"
"223850","Sev-2: High","12/14/2017","Sean Yates"
"223868","Sev-2: High","12/14/2017","Sean Yates"
"223874","Sev-2: High","12/14/2017","Sean Yates"
"223880","Sev-3: Medium","12/14/2017","Sean Yates"
"223881","Sev-2: High","12/14/2017","Sean Yates"
"223885","Sev-2: High","12/14/2017","Sean Yates"
"223917","Sev-2: High","12/15/2017","Sean Yates"
"223928","Sev-2: High","12/15/2017","Sean Yates"
"223931","Sev-2: High","12/15/2017","Sean Yates"
"223956","Sev-3: Medium","12/16/2017","Sean Yates"
"223980","Sev-2: High","12/18/2017","Sean Yates"
"224075","Sev-2: High","12/19/2017","Sean Yates"
"224107","Sev-2: High","12/19/2017","Sean Yates"
"224121","Sev-3: Medium","12/20/2017","Sean Yates"
"224146","Sev-2: High","12/20/2017","Sean Yates"
"224178","Sev-2: High","12/21/2017","Sean Yates"
"224187","Sev-3: Medium","12/21/2017","Sean Yates"
"224197","Sev-2: High","12/21/2017","Sean Yates"
"224267","Sev-2: High","12/22/2017","Sean Yates"
"240966","Sev-3: Medium","12/27/2017","Sean Yates"
"240965","Sev-3: Medium","12/27/2017","Sean Yates"
"240963","Sev-3: Medium","12/27/2017","Sean Yates"
"240964","Sev-3: Medium","12/27/2017","Sean Yates"
"240896","Sev-3: Medium","12/27/2017","Sean Yates"
"240914","Sev-2: High","12/27/2017","Sean Yates"
"240985","Sev-3: Medium","12/28/2017","Sean Yates"
"240993","Sev-3: Medium","12/28/2017","Sean Yates"
"240995","Sev-3: Medium","12/28/2017","Sean Yates"
"241085","Sev-3: Medium","12/28/2017","Sean Yates"
"241125","Sev-3: Medium","12/29/2017","Sean Yates"
"241128","Sev-3: Medium","12/29/2017","Sean Yates"
"241133","Sev-3: Medium","12/29/2017","Sean Yates"
"241374","Sev-3: Medium","12/30/2017","Sean Yates"


"API Live Backlog"
"Copyright (c) 2000-2018 salesforce.com, inc. All rights reserved."
"Confidential Information - Do Not Distribute"
"Generated By:  Eva Keyes  3/16/2018 3:13 PM"
"3PL Central"
